#Name,Filed Name,Width,Direction,Type,Default,DC SCAN Mode,Disable Scan (gating),OCC SCAN Mode,Special DFT Control,enable DFT TPI,Truth Table,Description,,,,,,
#Register_MISC,,,,,,,,,,,,,,,,,,
##MISC_ID,,,,,,,,,,,,,,,,,,
[12],MISC_TSEN_INBUF_EN,1,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,,,,,,,,
[11],MISC_TSEN_MODE,1,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,,,,,,,,
[10:9],MISC_TSEN_CHOP_EN,2,ID,WR,0x3,0x3,Y,0x3,Configurable,N/A,,,,,,,,
[8],MISC_TSEN_AZ,1,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,,,,,,,,
[7],MISC_TSEN_DIFF_EN,1,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,,,,,,,,
[2:0],MISC_RSVD_WR_MISC3,3,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,,rsvd wr,,,,,,
,,,,,,,,,,,,,,,,,,
##MISC4_UVLO,,,,,,,,,,,,,,,,,,
[15:14],MISC_HYST18_SEL,2,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,,DVDDIO setting for UVLO (2b'00:1.8V, 2b'01:2.5V, 2b'1X:3.3V),,,,
[13:12],MISC_HYST33_VT_SEL,2,ID,WR,0x1,0x1,Y,0x1,Configurable,N/A,,AVDD33 UVLO threshold voltage setting,,,,,,
[11:10],MISC_HYST33_WD_SEL,2,ID,WR,0x1,0x1,Y,0x1,Configurable,N/A,,AVDD33 UVLO hysteresis window setting,,,,,,
[9:8],MISC_HYST18_VT_SEL,2,ID,WR,0x1,0x1,Y,0x1,Configurable,N/A,,DVDDIO UVLO threshold voltage setting,,,,,,
[7:6],MISC_HYST18_WD_SEL,2,ID,WR,0x1,0x1,Y,0x1,Configurable,N/A,,DVDDIO UVLO hysteresis window setting,,,,,,
[5:4],MISC_HYST11_VT_SEL,2,ID,WR,0x1,0x1,Y,0x1,Configurable,N/A,,DVDD11 UVLO threshold voltage setting,,,,,,
[3:2],MISC_HYST11_WD_SEL,2,ID,WR,0x1,0x1,Y,0x1,Configurable,N/A,,DVDD11 UVLO hysteresis window setting,,,,,,
[1:0],MISC_RSVD_WR_MISC4,2,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,,rsvd wr,,,,,,
,,,,,,,,,,,,,,,,,,
##MISC5_REG,,,,,,,,,,,,,,,,,,
[15:14],MISC_REG_1P1V_VSEL,2,ID,WR,0x1,0x1,Y,0x1,Configurable,N/A,,,,,,,,
[13:12],MISC_REG_1P8V_VSEL,2,ID,WR,0x1,0x1,Y,0x1,Configurable,N/A,,,,,,,,
[11:10],MISC_REG_1P8V_INTERNAL_SEL,2,ID,WR,0x1,0x1,Y,0x1,Configurable,N/A,,,,,,,,
[9:8],MISC_REG_1P1V_IOVSEL,2,ID,WR,0x2,0x2,Y,0x2,Configurable,N/A,,,,,,,,
[7:6],MISC_REG_1P8V_IOVSEL,2,ID,WR,0x2,0x2,Y,0x2,Configurable,N/A,,,,,,,,
[5:0],MISC_RSVD_WR_MISC5,6,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,,,,,,,,
,,,,,,,,,,,,,,,,,,
##MISC6_RO,,,,,,,,,,,,,,,,,,
[15],MISC_REG_1P1V_IOVER,1,OD,RD,0x0,N/A,N,N/A,N/A,N/A,,,,,,,,
[14],MISC_REG_1P1V_NORM,1,OD,RD,0x0,N/A,N,N/A,N/A,N/A,,,,,,,,
[13],MISC_REG_1P1V_SST,1,OD,RD,0x0,N/A,N,N/A,N/A,N/A,,,,,,,,
[12],MISC_REG_1P1V_VDET,1,OD,RD,0x0,N/A,N,N/A,N/A,N/A,,,,,,,,
[11],MISC_REG_1P8V_IOVER,1,OD,RD,0x0,N/A,N,N/A,N/A,N/A,,,,,,,,
[10],MISC_REG_1P8V_NORM,1,OD,RD,0x0,N/A,N,N/A,N/A,N/A,,,,,,,,
[9],MISC_REG_1P8V_SST,1,OD,RD,0x0,N/A,N,N/A,N/A,N/A,,,,,,,,
[8],MISC_REG_1P8V_VDET,1,OD,RD,0x0,N/A,N,N/A,N/A,N/A,,,,,,,,
[7],MISC_HYST_UVB_AVDD33_OUT,1,OD,RD,0x1,N/A,N,N/A,N/A,N/A,,AVDD33 UVLO output,,,,,,
[6],MISC_HYST_UVB_DVDDIO_OUT,1,OD,RD,0x1,N/A,N,N/A,N/A,N/A,,DVDDIO UVLO output,,,,,,
[5],MISC_HYST_UVB_DVDD11_OUT,1,OD,RD,0x1,N/A,N,N/A,N/A,N/A,,DVDD11 UVLO output,,,,,,
[4:0],MISC_RSVD_RD_MISC6,5,OD,RD,0x0,N/A,N,N/A,N/A,N/A,,,,,,,,
,,,,,,,,,,,,,,,,,,
##LPSD_CFG0,,,,,,,,,,,,,,,,,,
[15],LPSD_LATCH_EN,1,ID,WR,0,0,Y,0,Configurable,N/A,,latch enable for LPSD module,,,,,,
[14],LPSD_REM_PD,1,ID,WR,0,0,Y,0,Configurable,N/A,,enable wake up by cable signal,,,,,,
[13],LPSD_LOC_PD,1,ID,WR,0,0,Y,0,Configurable,N/A,,enable wake up by local wake signal,,,,,,
[12],LPSD_PS_EN,1,ID,WR,0,0,Y,0,Configurable,N/A,,enable LPSD power down mode,,,,,,
[11:10],LPSD_PULSE_WIDTH,2,ID,WR,0,0,Y,0,Configurable,N/A,,WAKE_IN pulse minimum width,,,,,,
[9],LPSD_REM_ST,1,OD,RD,0,N/A,N,N/A,N/A,N/A,,waked up by remote,,,,,,
[8],LPSD_LOC_ST,1,OD,RD,0,N/A,N,N/A,N/A,N/A,,waked up by local,,,,,,
[7:6],LPSD_VTH_SEL,2,ID,WR,0,0,Y,0,Configurable,N/A,,cable signal detect threshold select,,,,,,
[5],LPSD_RSTN,1,ID,WR,0,0,Y,0,Configurable,N/A,,resetn signal from digital,,,,,,
[4],LPSD_WKFWD_PD,1,ID,WR,1,1,Y,1,Configurable,N/A,,"enable wake up forwardfunction, default forward function off",,,,,,
[3],LPSD_WUR_IN,1,ID,WR,0,0,Y,0,Configurable,N/A,,WUR control from digital,,,,,,
[2],LPSD_WUR_EN,1,ID,WR,0,0,Y,0,Configurable,N/A,,enable WUR control from digital,,,,,,
[1],LPSD_ST_ORDER,1,OD,RD,0,N/A,N,N/A,N/A,N/A,,lpsd wake up order,,,,,,
[0],LPSD_RSVD_OUT,1,OD,RD,0,N/A,N,N/A,N/A,N/A,,reserved output,,,,,,
,,,,,,,,,,,,,,,,,,
##LPSD_CFG1,,,,,,,,,,,,,,,,,,
[15:0],LPSD_PD_PWD,16,ID,WR,0,0,Y,0,Configurable,N/A,,code to enter LP mode,,,,,,
,,,,,,,,,,,,,,,,,,
##LPSD_CFG2,,,,,,,,,,,,,,,,,,
[15:0],LPSD_WUR_PWD,16,ID,WR,0,0,Y,0,Configurable,N/A,,code to enter WUR mode,,,,,,
,,,,,,,,,,,,,,,,,,
##LPSD_CFG3,,,,,,,,,,,,,,,,,,
[15:0],LPSD_UVEN_PWD,16,ID,WR,0,0,Y,0,Configurable,N/A,,UV Enable passwd,,,,,,
,,,,,,,,,,,,,,,,,,
##LPSD_CFG4,,,,,,,,,,,,,,,,,,
[15],LPSD_UVOT_ST,1,OD,RD,0,N/A,N,N/A,N/A,N/A,,power supply uvlo over 100ms,,,,,,
[14],LPSD_UV_ST,1,OD,RD,0,N/A,N,N/A,N/A,N/A,,power supply uvlo,,,,,,
[13:12],LPSD_RO_LPSD_CFG4,2,OD,RD,0,N/A,N,N/A,N/A,N/A,,,,,,,,
[11:0],LPSD_WR_LPSD_CFG4,12,ID,WR,0,0,Y,0,Configurable,N/A,,,,,,,,
,,,,,,,,,,,,,,,,,,
##LPSD_MEM_WR0,,,,,,,,,,,,,,,,,,
,LPSD_DATA_WR_0,16,ID,WR,0,0,Y,0,Configurable,N/A,,,,,,,,
##LPSD_MEM_WR1,,,,,,,,,,,,,,,,,,
,LPSD_DATA_WR_1,16,ID,WR,0,0,Y,0,Configurable,N/A,,,,,,,,
##LPSD_MEM_WR2,,,,,,,,,,,,,,,,,,
,LPSD_DATA_WR_2,16,ID,WR,0,0,Y,0,Configurable,N/A,,,,,,,,
##LPSD_MEM_WR3,,,,,,,,,,,,,,,,,,
,LPSD_DATA_WR_3,16,ID,WR,0,0,Y,0,Configurable,N/A,,,,,,,,
##LPSD_MEM_RO0,,,,,,,,,,,,,,,,,,
,LPSD_DATA_RO_0,16,OD,RD,0,N/A,N,N/A,N/A,N/A,,,,,,,,
##LPSD_MEM_RO1,,,,,,,,,,,,,,,,,,
,LPSD_DATA_RO_1,16,OD,RD,0,N/A,N,N/A,N/A,N/A,,,,,,,,
##LPSD_MEM_RO2,,,,,,,,,,,,,,,,,,
,LPSD_DATA_RO_2,16,OD,RD,0,N/A,N,N/A,N/A,N/A,,,,,,,,
##LPSD_MEM_RO3,,,,,,,,,,,,,,,,,,
,LPSD_DATA_RO_3,16,OD,RD,0,N/A,N,N/A,N/A,N/A,,,,,,,,
,,,,,,,,,,,,,,,,,,
#Register_BWPLL,,,,,,,,,,,,,,,,,,
##BWPLL_PU0,,,,,,,,,,,,,,,,,,
[15],BWPLL0_PU_ANA_LDO_1P8V_TO_0P9V,1,ID,WR,0x0,0x0,Y,0x1,Configurable,N/A,Y,,,,,,,
[14],BWPLL0_PUB_ANA_LDO_1V_TO_0P3V,1,ID,WR,0x1,0x1,Y,0x0,Configurable,N/A,Y,,,,,,,
[13],BWPLL0_PU_ANA_LDO_3P3V_TO_1P8V,1,ID,WR,0x0,0x0,Y,0x1,Configurable,N/A,Y,,,,,,,
[12],BWPLL0_PU_ANA_LDO_3P3V_TO_1V,1,ID,WR,0x0,0x0,Y,0x1,Configurable,N/A,Y,,,,,,,
[11],BWPLL0_PU_ANA_LDO_1P8V_TO_0P9V_TX,1,ID,WR,0x0,0x0,Y,0x1,Configurable,N/A,Y,,,,,,,
[10],BWPLL0_PU_ANA_LDO_1V_TO_0P9V,1,ID,WR,0x0,0x0,Y,0x1,Configurable,N/A,Y,,,,,,,
[9],BWPLL0_PU_ANA_LDO_1V_TO_0P9V_TX,1,ID,WR,0x0,0x0,Y,0x1,Configurable,N/A,Y,,,,,,,
[8],BWPLL0_PU_SLV_PRECHG_0,1,ID,WR,0x0,0x0,Y,0x1,Configurable,N/A,Y,,,,,,,
[7],BWPLL0_PU_LDO_MAS,1,ID,WR,0x0,0x0,Y,0x1,Configurable,N/A,Y,,,,,,,
[6],BWPLL0_PU_PLL,1,ID,WR,0x0,0x0,Y,0x1,Configurable,N/A,Y,,,,,,,
[5],BWPLL0_PU_PI_SSC,1,ID,WR,0x0,0x0,Y,0x1,Configurable,N/A,Y,,,,,,,
[4:0],BWPLL0_RSVD_WR_PLL_PU0,5,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,,,,,,,,
,,,,,,,,,,,,,,,,,,
##BWPLL_CFG1,,,,,,,,,,,,,,,,,,
[15],BWPLL0_AVDD_VCO_TST_EN,1,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,Y,used to freeze CP and make CPOUT high Z in PLL,,,,,,
[14:12],BWPLL0_CP_ISEL,3,ID,WR,0x3,0x3,Y,0x3,Configurable,N/A,Y,config PFD's dead zone in PLL,,,,,,
[11],BWPLL0_CP_PUB,1,ID,WR,0x1,0x1,Y,0x0,Configurable,N/A,Y,enable PFD's dummy current in PLL,,,,,,
[10],BWPLL0_DAC_IN_EN,1,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,Y,enable lock detector in PLL,,,,,,
[9:3],BWPLL0_FBDIV_RAT,7,ID,WR,0x30,0x30,Y,0x30,Configurable,N/A,Y,config FBDIV Ratio,,,,,,
[2],BWPLL0_FBDIV_RSTN,1,ID,WR,0x0,0x0,Y,0x1,Configurable,N/A,Y,enable Charge Pump in PLL,,,,,,
[1],BWPLL0_LOCKDET_EN,1,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,Y,config LPF's R1 in PLL,,,,,,
[0],BWPLL0_LOCK_OUT,1,OD,RD,0x0,N/A,N,N/A,N/A,N/A,,config LPF's C1 in PLL,,,,,,
,,,,,,,,,,,,,,,,,,
##BWPLL_CFG2,,,,,,,,,,,,,,,,,,
[15],BWPLL0_LPF_C1_SEL,1,ID,WR,0x1,0x1,Y,0x1,Configurable,N/A,Y,config LPF's C2 in PLL,,,,,,
[14],BWPLL0_LPF_C2_SEL,1,ID,WR,0x1,0x1,Y,0x1,Configurable,N/A,Y,config LPF's R3 in PLL,,,,,,
[13:12],BWPLL0_LPF_R1_SEL,2,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,Y,config LPF's C3 in PLL,,,,,,
[11],BWPLL0_LPF_VCON_RSTN,1,ID,WR,0x0,0x0,Y,0x1,Configurable,N/A,Y,reset VCON to ground in PLL,,,,,,
[10],BWPLL0_PFD_FREEZE_CP_B,1,ID,WR,0x0,0x0,Y,0x1,Configurable,N/A,Y,no use,,,,,,
[9],BWPLL0_PU_ANA_LDO_CP_VCO,1,ID,WR,0x0,0x0,Y,0x1,Configurable,N/A,Y,enable VCON to testmux in PLL,,,,,,
[8:6],BWPLL0_VCON_DAC_SEL,3,ID,WR,0x3,0x3,Y,0x3,Configurable,N/A,Y,enable VCON buffer in PLL,,,,,,
[5],BWPLL0_VCON_TST_EN,1,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,Y,set VCON to 0.7V in PLL,,,,,,
[4],BWPLL0_VCO_LDO_BIAS_SEL,1,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,Y,enable LPF's dummy current in PLL,,,,,,
[3:1],BWPLL0_VCO_SEL_BAND,3,ID,WR,0x1,0x1,Y,0x1,Configurable,N/A,Y,2.5V regulator output. 0:2.5V 1:2.55V 2:2.61V 3:2.68V,,,,,,
[0],BWPLL0_VCO_BUF_PUL_UPB,1,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,Y,,,,,,,
,,,,,,,,,,,,,,,,,,
##BWPLL_CFG3,,,,,,,,,,,,,,,,,,
[15],BWPLL0_PFD_LDO_BIAS_SEL,1,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,,,,,,,,
[14],BWPLL0_EN_0P9V_THRGH_MODE,1,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,,,,,,,,
[13],BWPLL0_ICC1P25U_HALF,1,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,,,,,,,,
[12],BWPLL0_ISAVDD10_0P9B,1,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,,,,,,,,
[11:10],BWPLL0_SSC_PI_ISEL,2,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,,,,,,,,
[9:8],BWPLL0_SSC_PI_RSEL,2,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,,,,,,,,
[7],BWPLL0_SSC_EN_LPHJUMP,1,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,Y,reset feedback divider in PLL,,,,,,
[6],BWPLL0_CLK_125M_EN,1,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,,enable feedback divider's dummy current in PLL,,,,,,
[5],BWPLL0_EN_1P1V_THRGH_MODE,1,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,,config analog LDO's 1.5V voltage in PLL,,,,,,
[4],BWPLL0_EN_1P1V_THRGH_MODE_CKTREE,1,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,,config analog LDO's 0.9V voltage in PLL,,,,,,
[3:2],BWPLL0_RSVD_WR_CFG3,2,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,,,,,,,,
[1:0],BWPLL0_RSVD_RD_CFG3,2,OD,RD,0x0,N/A,N,N/A,N/A,N/A,Y,enable feedback divider in PLL,,,,,,
,,,,,,,,,,,,,,,,,,
##BWPLL_ATEST,,,,,,,,,,,,,,,,,,
[15:11],BWPLL0_TE_BLK,5,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,,,,,,,,
[10:8],BWPLL0_TR,3,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,,,,,,,,
[7:0],BWPLL0_RSVD_ATEST,8,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,,,,,,,,
,,,,,,,,,,,,,,,,,,
##BWPLL_RSVD0,,,,,,,,,,,,,,,,,,
[15:8],BWPLL0_RSVD_WR,8,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,,Reserved,,,,,,
[7:0],BWPLL0_RSVD_RO,8,OD,RD,0x0,N/A,N,N/A,N/A,N/A,,Reserved,,,,,,
,,,,,,,,,,,,,,,,,,
#Register_BWPHY,,,,,,,,,,,,,,,,,,
##BWPHY_CKTREE0,,,,,,,,,,,,,,,,,,
[15],BWPHY0_SLAVE_EN,1,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,Y,1: enable,,,,,,
[14:0],BWPHY0_RSVD_WR_CKTREE0,15,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,,,,,,,,
,,,,,,,,,,,,,,,,,,
##BWPHY_ATEST,,,,,,,,,,,,,,,,,,
[15:11],BWPHY0_TE_BLK,5,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,,,,,,,,
[10:8],BWPHY0_TR,3,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,,,,,,,,
[7:0],BWPHY0_RSVD_ATEST,8,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,,,,,,,,
,,,,,,,,,,,,,,,,,,
##BWPHY_PU0,,,,,,,,,,,,,,,,,,
[15],BWPHY0_PU_CKTREE,1,ID,WR,0x0,0x0,Y,0x1,Configurable,N/A,Y,,,,,,,
[14],BWPHY0_PU_PI,1,ID,WR,0x0,0x0,Y,0x1,Configurable,N/A,,,,,,,,
[13],BWPHY0_PU_TXDAC,1,ID,WR,0x0,0x0,Y,0x1,Configurable,N/A,Y,,,,,,,
[12],BWPHY0_PU_TXAMP,1,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,Y,,,,,,,
[11],BWPHY0_PU_CMC,1,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,Y,,,,,,,
[10],BWPHY0_PU_RVGA,1,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,Y,,,,,,,
[9],BWPHY0_PU_SAR,1,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,Y,,,,,,,
[8],BWPHY0_PU_SAR_CM,1,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,Y,,,,,,,
[7:0],BWPHY0_RSVD_WR_PU0,8,ID,WR,0x0,0x0,Y,0x64,Configurable,N/A,Y,,,,,,,
,,,,,,,,,,,,,,,,,,
##BWPHY_PI_CFG0,,,,,,,,,,,,,,,,,,
[15],BWPHY0_PI_DIV2_EN,1,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,,,,,,,,
[14],BWPHY0_PI_DIV3_EN,1,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,,,,,,,,
[13],BWPHY0_PI_ADC_DUTY_SEL,1,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,,,,,,,,
[12:11],BWPHY0_PI_RSEL,2,ID,WR,0x3,0x3,Y,0x3,Configurable,N/A,,,,,,,,
[10:9],BWPHY0_PI_ISEL,2,ID,WR,0x2,0x2,Y,0x2,Configurable,N/A,,,,,,,,
[8],BWPHY0_PI_1VR_SEL,1,ID,WR,0x1,0x1,Y,0x1,Configurable,N/A,,,,,,,,
[7],BWPHY0_PI_1P8VR_SEL,1,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,,,,,,,,
[6:0],BWPHY0_RSVD_WR_PI_CFG1,7,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,,,,,,,,
,,,,,,,,,,,,,,,,,,
##BWPHY_PI_CFG1,,,,,,,,,,,,,,,,,,
[15:13],BWPHY0_PI_CORE_VSEL,3,ID,WR,0x6,0x6,Y,0x6,Configurable,N/A,,,,,,,,
[12:10],BWPHY0_PI_CBUF_VSEL,3,ID,WR,0x6,0x6,Y,0x6,Configurable,N/A,,,,,,,,
[9:7],BWPHY0_PI_CLK_VSEL,3,ID,WR,0x4,0x4,Y,0x4,Configurable,N/A,,,,,,,,
[6:4],BWPHY0_PI_DEC_VSEL,3,ID,WR,0x2,0x2,Y,0x2,Configurable,N/A,,,,,,,,
[3:0],BWPHY0_RSVD_WR_PI_CFG2,4,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,,,,,,,,
,,,,,,,,,,,,,,,,,,
##BWPHY_PI_RSVD0,,,,,,,,,,,,,,,,,,
[15:0],BWPHY0_RSVD_WR_PI_RSVD0,16,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,,,,,,,,
,,,,,,,,,,,,,,,,,,
##BWPHY_RVGA0_CFG0,,,,,,,,,,,,,,,,,,
[15],BWPHY0_RX_BM_CP,1,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,,rvga baseline bias mode select. 0: x1, 1: x2.,,,,,
[14],BWPHY0_RX_BOOST_EN,1,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,,"no use, boost function is removed",,,,,,
[13],BWPHY0_RX_CP_START,1,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,,"baseline charge pump enable , 0: disable; 1: enable",,,,,,
[12],BWPHY0_RX_RVDD13_SEL,1,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,,rvga regulator output select. 0: 1.1V, 1: 1.3V,,,,,
[11:8],BWPHY0_RX_CSEL,4,ID,WR,0x3,0x3,Y,0x3,Configurable,N/A,,"rvga filter cap select. 0~15, with 100fF/step",,,,,,
[7:0],BWPHY0_RX_RSEL,8,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,,"rvga dc gain select. 0,1,3,5,8,12,24,28,56,60,120,248,255 are used, with 1~1.5 dB/step, from around -7 dB @ rsel=0",,,,,,
,,,,,,,,,,,,,,,,,,
##BWPHY_RVGA_CFG1,,,,,,,,,,,,,,,,,,
[15],BWPHY0_RX_LP_EN,1,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,,rvga sf low power mode enable. 0: 800uA, 1: 400uA,,,,,
[14],BWPHY0_RX_REG10_SEL,1,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,,rvga slave regulator select. 0: use 1.8V slave regulator, 1: 1.1V through mode,,,,,
[13:12],BWPHY0_RX_VCM_SEL,2,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,,rvga output common mode select. 0: 0.55V, 1: 0.6V, 2: 0.45V, 3: 0.5V,,,
[11],BWPHY0_RX_RTERM,1,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,,rvga 100 Ohm termination enable. 0: disable, 1: enable,,,,,
[10:9],BWPHY0_RX_S2D_RDEG,2,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,,rvga baseline s2d degeneration resistor select to program baseline analog gain. 0: 15k, 1: 9k, 2: 6k, 2: 6k,,,
[8],BWPHY0_RX_MODE_SEL,1,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,,"rvga mode select, as echo toplogy is changed. not used. always set to 1 in firmware",,,,,,
[7],BWPHY0_RX_ECHO_EN,1,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,,rvga rx echo enable. 0: disable, 1: enable,,,,,
[6],BWPHY0_RX_BM_CMFB,1,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,,rvga cmfb bias mode select. 0: small, 1: big,,,,,
[5:3],BWPHY0_RX_C2_SEL,3,ID,WR,0x7,0x7,Y,0x7,Configurable,N/A,,"2RDorder filter programmability, 0~7, with 100 fF/step",,,,,,
[2:0],BWPHY0_RSVD_WR_RVGA_CFG1,3,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,,reserved,,,,,,
,,,,,,,,,,,,,,,,,,
##BWPHY_RVGA_RSVD0,,,,,,,,,,,,,,,,,,
[15:0],BWPHY0_RSVD_WR_RVGA_RSVD0,16,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,,,,,,,,
,,,,,,,,,,,,,,,,,,
##BWPHY_SAR0_CFG0,,,,,,,,,,,,,,,,,,
[15],BWPHY0_SAR_TEST_CK_EN,1,ID,WR,0x0,0x0,Y,0x0,Configurable,N/A,,,,,,,,
[14:12],BWPHY0_SAR_VCMSEL,3,ID,WR,0x3,0x0,Y,0x0,Configurable,N/A,,,,,,,,
[11:10],BWPHY0_SAR_ISEL,2,ID,WR,0x3,0x0,Y,0x0,Configurable,N/A,,,,,,,,
[9],BWPHY0_SAR_DELAY,1,ID,WR,0x1,0x0,Y,0x0,Configurable,N/A,,,,,,,,
[8],BWPHY0_SAR_RSTN,1,ID,WR,0x1,0x0,Y,0x0,Configurable,N/A,,,,,,,,
